# SN x0 x1 c t0 tpkoff SIM_x0 SIM_x1 SIM_c SIM_t0 SALT2_x0 SALT2_x1 SALT2_c SALT2_t0
559 9.5808575078e-05 0.4583864519 0.0153052907 53636.7578120000 0.0000000000 1.2640000000e-04 0.3198000000 0.0270000000 53636.76 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
560 1.2562144286e-04 0.1876860316 -0.1388221937 53634.9765620000 0.0000000000 1.5280000000e-04 0.4517000000 -0.0855000000 53634.98 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
561 2.0248217817e-04 -0.3403588584 0.0819132336 53639.2382810000 0.0000000000 2.7998000000e-04 -0.1031000000 0.0532000000 53639.24 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
562 2.1986594267e-04 0.9385798413 -0.0344876710 53640.3164060000 0.0000000000 2.7231000000e-04 0.8740000000 -0.0415000000 53640.32 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
563 1.2327014629e-04 1.5029486858 0.1137037135 53637.0468750000 0.0000000000 1.5999000000e-04 1.3968000000 0.0790000000 53637.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
564 1.6478815729e-04 -0.9169482563 0.0602365332 53643.9609380000 0.0000000000 2.1850000000e-04 -0.6704000000 0.0766000000 53643.96 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
565 1.4355828621e-04 -0.9104640155 0.1053470855 53641.2148440000 0.0000000000 1.8378000000e-04 -0.9347000000 0.1108000000 53641.21 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
566 1.3311637476e-04 0.1528929536 -0.0309983732 53647.6640620000 0.0000000000 1.6864000000e-04 0.2052000000 -0.0552000000 53647.66 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
567 1.3679904232e-04 0.5123876290 0.0173666492 53648.9023440000 0.0000000000 1.7010000000e-04 0.5489000000 -0.0001000000 53648.90 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
568 1.2126979213e-04 -0.3668709596 -0.0020436480 53646.4257810000 0.0000000000 1.5310000000e-04 -0.6396000000 0.0043000000 53646.43 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
569 7.3146243276e-05 1.2554872838 -0.0012000625 53645.8945310000 0.0000000000 9.3289000000e-05 1.0688000000 -0.0726000000 53645.89 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
570 7.9190982842e-05 0.8624693713 -0.0243748600 53648.5312500000 0.0000000000 1.0767000000e-04 0.8357000000 -0.0844000000 53648.53 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
571 5.5045498387e-04 -0.1009839999 -0.0194666445 53645.0781250000 0.0000000000 7.2792000000e-04 -0.1454000000 -0.0498000000 53645.08 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
572 1.1705970022e-03 1.9278800041 -0.0122541037 53656.8164060000 0.0000000000 1.4743000000e-03 1.8907000000 0.0297000000 53656.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
573 1.2785853239e-04 -0.3168159571 0.0371873790 53654.6835940000 0.0000000000 1.5382000000e-04 -0.1912000000 0.0191000000 53654.68 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
574 3.2597448728e-04 1.0785931592 0.0286216624 53663.9218750000 0.0000000000 4.1109000000e-04 1.1763000000 -0.0163000000 53663.92 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
575 6.1224034012e-05 0.1640796470 0.0536564060 53667.4843750000 0.0000000000 7.8844000000e-05 -0.0808000000 0.0208000000 53667.48 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
576 2.5852070527e-04 0.2232306978 -0.0297136265 53666.1289060000 0.0000000000 3.1668000000e-04 0.2499000000 0.0079000000 53666.13 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
577 2.2165547291e-04 1.4249064734 -0.0519203045 53671.0117190000 0.0000000000 2.6961000000e-04 1.8133000000 -0.0589000000 53671.01 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
578 1.1220905501e-04 0.0215782948 -0.0454812732 53662.3203120000 0.0000000000 1.4724000000e-04 0.2367000000 -0.0259000000 53662.32 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
579 1.4101529666e-04 0.5997729746 0.1905880237 53666.0703120000 0.0000000000 1.8302000000e-04 0.7100000000 0.1618000000 53666.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
580 1.2423350949e-04 0.6196499719 -0.0603591774 53665.7695310000 0.0000000000 1.5882000000e-04 0.7321000000 -0.0618000000 53665.77 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
581 5.5602463888e-04 -0.5205508696 0.1784771171 53663.6445310000 0.0000000000 7.7711000000e-04 -0.4598000000 0.0999000000 53663.64 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
582 6.7548094785e-05 -0.5636864110 0.0578823416 53673.1132810000 0.0000000000 8.7909000000e-05 -0.5192000000 0.0732000000 53673.11 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
583 2.3005046950e-04 0.4688597750 0.0924475114 53674.7578120000 0.0000000000 3.0018000000e-04 0.1599000000 0.0011000000 53674.76 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
584 1.5488939570e-04 0.4911379928 -0.1885087860 53668.0429690000 0.0000000000 1.9138000000e-04 0.8198000000 -0.1106000000 53668.04 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
585 1.5702440320e-03 0.8579131233 -0.0509646894 53675.0546880000 0.0000000000 1.9929000000e-03 0.8912000000 -0.0554000000 53675.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
586 7.4875634298e-05 -0.0797909548 -0.0065112409 53679.8632810000 0.0000000000 9.5982000000e-05 0.0778000000 -0.0166000000 53679.86 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
587 1.1848378407e-04 -0.0143406220 -0.1385167529 53680.5976560000 0.0000000000 1.4453000000e-04 0.0054000000 -0.0363000000 53680.60 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
588 3.0450088785e-04 -1.8810476177 -0.0776864753 53679.6992190000 0.0000000000 3.8943000000e-04 -1.9250000000 -0.0951000000 53679.70 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
589 8.8626407610e-05 0.6459978847 -0.0628897705 53686.3320310000 0.0000000000 1.1494000000e-04 0.7483000000 -0.0145000000 53686.33 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
590 8.6510262898e-05 -0.3530149622 -0.0332494011 53679.5351560000 0.0000000000 1.0820000000e-04 -0.2399000000 -0.0839000000 53679.54 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
591 7.1261504246e-05 0.3511955292 0.0002507542 53682.5703120000 0.0000000000 8.6334000000e-05 0.5254000000 0.0189000000 53682.57 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
592 1.0930134217e-04 1.1744921208 0.0049297112 53625.2226560000 0.0000000000 1.4468000000e-04 1.0739000000 -0.0318000000 53625.22 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
593 5.2303643274e-05 0.2472251897 0.0823629556 53682.1132810000 0.0000000000 6.6834000000e-05 0.1558000000 0.1159000000 53682.11 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
594 5.5555459507e-05 -0.3725262862 0.1034093420 53683.7304690000 0.0000000000 7.3254000000e-05 -0.6814000000 0.1550000000 53683.73 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
595 3.2876169637e-04 -0.0047064522 -0.1006146405 53690.0195310000 0.0000000000 4.0716000000e-04 0.0441000000 -0.0692000000 53690.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
596 1.8830782255e-04 0.8509845178 -0.0539312528 53693.1093750000 0.0000000000 2.3840000000e-04 1.0195000000 0.0032000000 53693.11 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
597 8.0730422069e-05 -1.1964288342 -0.1304432292 53688.7968750000 0.0000000000 1.1078000000e-04 -1.3816000000 -0.1524000000 53688.80 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
598 2.3258902673e-03 0.9380308320 -0.0038153431 53667.8750000000 0.0000000000 2.9054000000e-03 0.7410000000 -0.0315000000 53667.88 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
599 7.5485338210e-04 0.4587223404 -0.0184418893 53685.6953120000 0.0000000000 9.5661000000e-04 0.6349000000 -0.0153000000 53685.70 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
600 9.7249151721e-04 -2.5700381623 0.2980984613 54057.6445310000 0.0000000000 1.3378000000e-03 -2.6790000000 0.2201000000 54057.64 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
651 1.2174046648e-05 1.1353590910 -0.0079881436 52909.8828120000 0.0000000000 1.5120000000e-05 1.2480000000 -0.0158000000 52909.88 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
652 7.9493827893e-06 0.9248598262 0.0389857698 52902.7539060000 0.0000000000 1.0362000000e-05 0.9324000000 -0.0183000000 52902.75 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
653 1.1046100057e-05 -0.5292237562 -0.1333811023 52915.6796880000 0.0000000000 1.4864000000e-05 -0.6668000000 -0.0824000000 52915.68 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
654 5.8887951612e-06 0.6697613944 -0.0919672426 52954.6757810000 0.0000000000 7.4872000000e-06 0.7535000000 -0.0434000000 52954.68 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
655 3.0664170828e-05 0.4890045860 -0.0258893122 53002.6640620000 0.0000000000 3.8620000000e-05 0.4709000000 -0.0343000000 53002.66 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
656 6.7042593590e-06 -0.2212670408 0.1721348778 52732.9296880000 0.0000000000 8.6814000000e-06 -0.0618000000 0.0745000000 52732.93 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
657 1.8178137635e-05 0.9211154689 -0.1714211178 52767.5117190000 0.0000000000 2.3480000000e-05 0.7393000000 -0.0960000000 52767.51 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
658 2.3899691861e-05 0.7969320137 0.0064105880 52767.6796880000 0.0000000000 3.1982000000e-05 0.5693000000 -0.0542000000 52767.68 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
659 2.6367748435e-05 0.5743347544 0.2075651035 52750.2226560000 0.0000000000 3.3293000000e-05 0.6601000000 0.1322000000 52750.22 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
661 1.7055819804e-05 1.9011828768 -0.0232165489 52801.9609380000 0.0000000000 2.2286000000e-05 1.7695000000 -0.0526000000 52801.96 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
662 4.9793769141e-05 0.9289545952 -0.0611082493 52831.0546880000 0.0000000000 6.6058000000e-05 0.9499000000 -0.0774000000 52831.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
663 5.8734207158e-06 0.2599397297 -0.0555943176 52816.9062500000 0.0000000000 7.7574000000e-06 0.2373000000 -0.0208000000 52816.91 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
664 5.6433497496e-05 1.2681121017 -0.0463781473 52889.7343750000 0.0000000000 7.6326000000e-05 1.2069000000 -0.0731000000 52889.73 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
665 3.7701638151e-06 -1.9876802983 -0.0294513564 52894.4843750000 0.0000000000 5.1455000000e-06 -1.8176000000 -0.0480000000 52894.48 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
666 7.8835089607e-06 1.3079934914 -0.0483080730 52906.5078120000 0.0000000000 1.0354000000e-05 1.1696000000 -0.0704000000 52906.51 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
667 9.4160435971e-06 1.3327719780 -0.1599268897 52904.3515620000 0.0000000000 1.2738000000e-05 1.1777000000 -0.1193000000 52904.35 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
668 1.3175153643e-05 -0.1030849587 -0.1890632169 53016.4648440000 0.0000000000 1.6815000000e-05 0.0066000000 -0.1926000000 53016.46 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
669 6.1542230806e-05 -1.1604571119 0.0062539303 53230.6640620000 0.0000000000 8.2046000000e-05 -1.2053000000 -0.0122000000 53230.66 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
670 2.9744186723e-05 0.8482211006 -0.1899473539 53268.2695310000 0.0000000000 3.7789000000e-05 0.7890000000 -0.0985000000 53268.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
671 6.0760903502e-06 -0.1077323624 0.1245000514 53260.0507810000 0.0000000000 7.8802000000e-06 0.2698000000 0.0802000000 53260.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
672 9.0214955681e-06 0.1609567817 -0.0242133911 53273.5000000000 0.0000000000 1.1765000000e-05 0.2515000000 -0.0967000000 53273.50 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
673 7.8403056826e-06 0.3511296964 -0.0098911972 53297.3554690000 0.0000000000 1.0396000000e-05 0.2770000000 -0.0534000000 53297.36 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
674 7.3919298120e-06 -0.0770309276 -0.0242322776 53308.2109380000 0.0000000000 9.4198000000e-06 -0.0052000000 -0.0388000000 53308.21 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
675 8.1287225575e-06 0.9005046258 0.0593104561 53326.8828120000 0.0000000000 1.0335000000e-05 0.9922000000 0.0883000000 53326.88 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
676 1.9031230892e-05 0.9069238280 -0.0040856467 53351.3242190000 0.0000000000 2.4471000000e-05 1.1242000000 -0.0687000000 53351.32 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
677 6.6404871655e-06 -0.1764125923 -0.0138293063 53360.2734380000 0.0000000000 8.5319000000e-06 -0.1972000000 -0.0056000000 53360.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
678 3.9178594365e-06 0.2901467540 0.1081477334 53355.4296880000 0.0000000000 4.8049000000e-06 0.5001000000 0.1203000000 53355.43 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
679 1.9877598445e-05 0.6085096150 -0.0620188405 53107.3281250000 0.0000000000 2.4015000000e-05 0.4056000000 -0.0537000000 53107.33 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
680 1.8145411091e-05 0.0908406226 0.0144930466 53107.6015620000 0.0000000000 2.2715000000e-05 0.0294000000 0.0725000000 53107.60 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
681 9.9144617801e-06 1.0956504451 0.0925683138 53118.2187500000 0.0000000000 1.2614000000e-05 1.1586000000 0.0163000000 53118.22 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
682 1.4525804302e-05 -1.9413794170 -0.0046972967 53367.2500000000 0.0000000000 1.8355000000e-05 -1.7375000000 0.0882000000 53367.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
683 6.2127523557e-06 0.0240691010 0.0517918369 53101.1953120000 0.0000000000 8.1721000000e-06 -0.1964000000 -0.0706000000 53101.20 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
684 6.2398189467e-06 -1.8555624426 0.0831635939 53119.5039060000 0.0000000000 8.1165000000e-06 -2.1546000000 0.1073000000 53119.50 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
685 3.3052687654e-05 -1.1801277801 0.0844085993 53115.4960940000 0.0000000000 4.4521000000e-05 -1.1285000000 0.0312000000 53115.50 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
686 1.6193724794e-05 -0.4283659661 0.0465950433 53126.9140620000 0.0000000000 2.0911000000e-05 -0.3926000000 0.0806000000 53126.91 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
687 6.2606001028e-06 -0.9844777918 0.1228297723 53137.1718750000 0.0000000000 7.9137000000e-06 -0.5681000000 0.0530000000 53137.17 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
688 2.8158900814e-05 1.0838413629 0.0291081916 53166.0625000000 0.0000000000 3.8926000000e-05 1.1951000000 -0.0165000000 53166.06 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
689 2.5822958686e-05 0.6000759060 0.0529091122 53174.3984380000 0.0000000000 3.3303000000e-05 0.5967000000 0.0039000000 53174.40 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
690 7.8517205804e-05 0.5551565014 -0.0823365840 53189.8125000000 0.0000000000 9.4676000000e-05 0.6070000000 -0.0133000000 53189.81 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
691 6.3579244600e-06 0.7350533737 0.1495221124 53193.7226560000 0.0000000000 8.1432000000e-06 0.6620000000 0.1016000000 53193.72 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
692 7.0210702102e-06 1.0161737529 0.0344089477 53242.5859380000 0.0000000000 8.4951000000e-06 1.0432000000 -0.0095000000 53242.59 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
693 1.3254253517e-05 1.4115412729 0.1288804224 53246.8906250000 0.0000000000 1.7541000000e-05 1.3938000000 0.0832000000 53246.89 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
694 4.4084931038e-06 -0.8503662434 -0.0559673624 53256.1445310000 0.0000000000 5.7956000000e-06 -0.9141000000 -0.0390000000 53256.14 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
695 1.3776805716e-05 1.7004020557 -0.0562612510 53278.8476560000 0.0000000000 1.7296000000e-05 1.6626000000 -0.0634000000 53278.85 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
696 1.6400880867e-05 1.5006100613 -0.0877029792 53298.6132810000 0.0000000000 2.0279000000e-05 1.4968000000 -0.0485000000 53298.61 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
697 6.3099554372e-06 -0.2511835476 -0.0729977162 53617.1367190000 0.0000000000 8.0970000000e-06 -0.2980000000 -0.0573000000 53617.14 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
698 7.6700758250e-06 0.0145540258 0.0169697856 53607.7734380000 0.0000000000 9.6547000000e-06 -0.1413000000 -0.0155000000 53607.77 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
699 4.3434051252e-06 -0.0400568624 0.0360529783 53628.2500000000 0.0000000000 5.4578000000e-06 -0.0307000000 0.1133000000 53628.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
700 9.5576033787e-06 1.1651020462 -0.0340764478 53649.5000000000 0.0000000000 1.1829000000e-05 1.1238000000 -0.0325000000 53649.50 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
701 8.7723786890e-06 0.6910561825 -0.1484206948 53666.5507810000 0.0000000000 1.1087000000e-05 0.6818000000 -0.0504000000 53666.55 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
702 6.9311646767e-06 -0.2649945324 0.0509218598 53660.7304690000 0.0000000000 9.0722000000e-06 -0.5201000000 -0.0033000000 53660.73 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
703 1.0694754990e-05 -1.1190283503 0.2892917641 53664.0000000000 0.0000000000 1.4764000000e-05 -1.2394000000 0.2756000000 53664.00 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
704 5.5300146275e-05 1.4047664442 -0.0058915700 53718.0468750000 0.0000000000 7.0041000000e-05 1.4490000000 -0.0111000000 53718.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
705 7.2029909295e-05 0.3657847083 0.2838102812 53714.0156250000 0.0000000000 9.2241000000e-05 0.3982000000 0.2885000000 53714.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
706 1.2956789221e-05 0.3983326526 -0.1100362157 53719.2734380000 0.0000000000 1.6601000000e-05 0.4101000000 -0.0623000000 53719.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
707 4.6456374139e-05 -1.4370123047 -0.0747961490 53715.3593750000 0.0000000000 5.9692000000e-05 -1.4243000000 -0.0375000000 53715.36 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
708 2.9435046781e-05 -0.2046895619 -0.0131103639 53381.2851560000 0.0000000000 3.9551000000e-05 -0.2325000000 -0.0521000000 53381.29 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
709 1.3299994647e-05 1.0323824613 -0.0476915872 53374.8242190000 0.0000000000 1.8033000000e-05 1.1696000000 -0.0380000000 53374.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
710 9.9813215098e-05 -0.1427413845 -0.0128614715 53382.7617190000 0.0000000000 1.2445000000e-04 -0.0976000000 -0.0013000000 53382.76 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
711 7.8821689565e-06 0.2299763220 -0.1433652707 53401.6445310000 0.0000000000 9.3021000000e-06 0.6089000000 -0.1272000000 53401.64 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
712 1.5746364804e-05 -0.1443420221 -0.0489155525 53404.1015620000 0.0000000000 2.0254000000e-05 -0.0590000000 -0.1254000000 53404.10 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
713 4.6693454811e-06 -1.1505444635 0.0059830898 53427.9218750000 0.0000000000 5.4415000000e-06 -0.9156000000 0.0567000000 53427.92 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
714 2.9508203054e-06 -2.3274658994 -0.0467187952 53416.5507810000 0.0000000000 4.0856000000e-06 -2.5595000000 -0.0044000000 53416.55 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
715 6.7817369312e-06 0.0851002943 0.0015259327 53450.7734380000 0.0000000000 8.0453000000e-06 0.1812000000 0.0481000000 53450.77 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
716 1.9348462844e-05 1.0624867978 -0.0093601321 53454.4492190000 0.0000000000 2.4724000000e-05 1.1710000000 -0.0333000000 53454.45 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
717 1.1494848232e-05 0.8705648150 -0.0566297717 53452.1328120000 0.0000000000 1.4380000000e-05 0.9304000000 -0.0606000000 53452.13 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
718 2.0260473107e-05 -0.5729557908 0.0194000848 53471.8046880000 0.0000000000 2.5901000000e-05 -0.5972000000 0.0144000000 53471.80 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
719 5.4010168310e-06 0.4865749805 -0.0150035889 53467.9921880000 0.0000000000 7.0837000000e-06 0.2985000000 0.0493000000 53467.99 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
720 2.8641953765e-05 -0.0126498296 -0.0309326967 53480.9101560000 0.0000000000 3.7270000000e-05 -0.1305000000 -0.0873000000 53480.91 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
721 2.5426344505e-05 -1.3440978486 -0.0402265288 53486.6796880000 0.0000000000 3.1242000000e-05 -1.1974000000 0.0386000000 53486.68 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
722 4.3409582368e-06 0.5831129579 0.0449111881 53694.9804690000 0.0000000000 5.8576000000e-06 0.5941000000 0.0094000000 53694.98 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
723 2.4360011093e-05 1.2459284753 0.0407403652 53711.6015620000 0.0000000000 3.2014000000e-05 1.2647000000 0.0157000000 53711.60 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
724 7.3002857976e-06 0.6502468264 0.0257855629 53400.2773440000 0.0000000000 9.1288000000e-06 0.8371000000 -0.0627000000 53400.28 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
725 1.4604785680e-05 0.0874254170 -0.0339235929 53418.7851560000 0.0000000000 1.8888000000e-05 -0.2275000000 -0.0061000000 53418.79 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
726 8.6080339711e-06 2.2270711193 0.0984334410 53432.6679690000 0.0000000000 1.0153000000e-05 2.5902000000 0.1667000000 53432.67 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
727 1.0473824106e-05 -0.2311718389 0.0242818567 53455.2773440000 0.0000000000 1.3843000000e-05 -0.2560000000 -0.0115000000 53455.28 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
728 7.3701710838e-06 -0.4189133488 -0.0243809860 53455.0195310000 0.0000000000 9.7517000000e-06 -0.4154000000 -0.0550000000 53455.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
729 2.6941435996e-05 -0.0941362643 -0.0123091769 53486.9179690000 0.0000000000 3.4278000000e-05 -0.0499000000 -0.0306000000 53486.92 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
730 8.4324239844e-06 0.7669819040 -0.0629437100 53491.5312500000 0.0000000000 1.0659000000e-05 0.7774000000 -0.1470000000 53491.53 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
731 3.6998165177e-06 -0.4427174131 0.1847355921 53531.1171880000 0.0000000000 4.5200000000e-06 -0.2834000000 0.1263000000 53531.12 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
732 8.7278488477e-05 0.8756187856 -0.0074380555 53534.2460940000 0.0000000000 1.0819000000e-04 0.7300000000 -0.0509000000 53534.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
733 5.3289832970e-06 0.3897834555 -0.0755699736 53528.8242190000 0.0000000000 7.0718000000e-06 0.3444000000 -0.0008000000 53528.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
734 1.2533904045e-05 -0.9565257262 -0.1537579803 53527.5820310000 0.0000000000 1.6065000000e-05 -0.7482000000 -0.0522000000 53527.58 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
735 4.9869976689e-06 -0.2997006375 -0.0117450195 53541.1953120000 0.0000000000 6.1585000000e-06 0.2622000000 0.1079000000 53541.20 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
736 6.4265146262e-06 0.3424807770 -0.0082585587 53558.7968750000 0.0000000000 8.1443000000e-06 0.9660000000 -0.0519000000 53558.80 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
737 4.7184678774e-05 -0.9133687831 -0.0055181843 53575.6640620000 0.0000000000 5.8318000000e-05 -0.7941000000 0.0049000000 53575.66 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
738 1.5652165024e-04 -1.6306213988 -0.1964193471 53570.8359380000 0.0000000000 1.9399000000e-04 -1.4953000000 -0.1541000000 53570.84 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
739 1.0670978890e-05 0.1736966126 -0.0857679689 53537.0117190000 0.0000000000 1.3843000000e-05 0.0203000000 -0.0315000000 53537.01 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
